File Path,Key in Code,Default Text (Code),DB English,DB Bulgarian,Status,Detected Namespace,Dict Variable
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,nav_reviews,Reviews,,,MISSING_IN_DB,unknown,"review: ProviderReviewItem) {
    setEditReplyId(review.id);
    setReplyingTo(null);
    setReplyText(review.provider_reply || '');
  }

  function startReply(reviewId: string) {
    setReplyingTo(reviewId);
    setEditReplyId(null);
    setReplyText('');
  }

  function cancelReply() {
    setReplyingTo(null);
    setEditReplyId(null);
    setReplyText('');
  }

  if (loading) {
    return (
      <div className=""flex items-center justify-center py-20"">
        <div className=""w-8 h-8 border-2 border-orange-500 border-t-transparent rounded-full animate-spin"" />
      </div>
    );
  }

  const unrepliedCount = reviews.filter(r => !r.provider_reply).length;

  return (
    <div className=""space-y-6"">
      <div>
        <h1 className=""text-xl font-bold text-gray-900"">{t(dict"
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,reviews_subtitle,Manage your client reviews and replies,,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,label_all_reviews,All Reviews,,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,label_unreplied,Unreplied,,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,msg_no_reviews_yet,No reviews yet,,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,msg_reviews_appear_here,"When clients review your services, they will appear here.",,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,label_needs_reply,Needs Reply,,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,label_your_reply,Your Reply,,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,label_edited,Edited,,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,btn_edit,Edit,,,MISSING_IN_DB,unknown,"review)}
                        className=""text-xs text-blue-600 hover:text-blue-700 font-medium""
                      >
                        {t(dict"
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,placeholder_write_reply,Write your reply...,,,MISSING_IN_DB,unknown,"e.target.value)}
                        className=""w-full px-3 py-2 border border-gray-300 rounded-lg text-sm focus:outline-none focus:ring-2 focus:ring-blue-500""
                        rows={3}
                        maxLength={2000}
                        placeholder={t(dict"
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,btn_cancel,Cancel,,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,msg_saving,Saving...,,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,btn_save_changes,Save Changes,,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,placeholder_write_reply_review,Write your reply to this review...,,,MISSING_IN_DB,unknown,"e.target.value)}
                    className=""w-full px-3 py-2 border border-gray-300 rounded-lg text-sm focus:outline-none focus:ring-2 focus:ring-orange-500""
                    rows={3}
                    maxLength={2000}
                    placeholder={t(dict"
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,btn_cancel,Cancel,,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,msg_sending,Sending...,,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,btn_send_reply,Send Reply,,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,btn_reply_to_review,Reply to this review,,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,msg_failed_load_reviews,'Failed to load reviews',,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,msg_failed_submit_reply,'Failed to submit reply',,,MISSING_IN_DB,unknown,"'');
    } catch (e: unknown) {
      setError(e instanceof Error ? e.message : t(dict"
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,nav_reviews,'Reviews',,,MISSING_IN_DB,unknown,"review: ProviderReviewItem) {
    setEditReplyId(review.id);
    setReplyingTo(null);
    setReplyText(review.provider_reply || '');
  }

  function startReply(reviewId: string) {
    setReplyingTo(reviewId);
    setEditReplyId(null);
    setReplyText('');
  }

  function cancelReply() {
    setReplyingTo(null);
    setEditReplyId(null);
    setReplyText('');
  }

  if (loading) {
    return (
      <div className=""flex items-center justify-center py-20"">
        <div className=""w-8 h-8 border-2 border-orange-500 border-t-transparent rounded-full animate-spin"" />
      </div>
    );
  }

  const unrepliedCount = reviews.filter(r => !r.provider_reply).length;

  return (
    <div className=""space-y-6"">
      <div>
        <h1 className=""text-xl font-bold text-gray-900"">{t(dict"
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,reviews_subtitle,'Manage your client reviews and replies',,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,label_all_reviews,'All Reviews',,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,label_unreplied,'Unreplied',,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,msg_no_reviews_yet,'No reviews yet',,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,msg_reviews_appear_here,"'When clients review your services, they will appear here.'",,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,label_needs_reply,'Needs Reply',,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,label_your_reply,'Your Reply',,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,label_edited,'Edited',,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,btn_edit,'Edit',,,MISSING_IN_DB,unknown,"review)}
                        className=""text-xs text-blue-600 hover:text-blue-700 font-medium""
                      >
                        {t(dict"
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,placeholder_write_reply,'Write your reply...',,,MISSING_IN_DB,unknown,"e.target.value)}
                        className=""w-full px-3 py-2 border border-gray-300 rounded-lg text-sm focus:outline-none focus:ring-2 focus:ring-blue-500""
                        rows={3}
                        maxLength={2000}
                        placeholder={t(dict"
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,btn_cancel,'Cancel',,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,msg_saving,'Saving...',,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,btn_save_changes,'Save Changes',,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,placeholder_write_reply_review,'Write your reply to this review...',,,MISSING_IN_DB,unknown,"e.target.value)}
                    className=""w-full px-3 py-2 border border-gray-300 rounded-lg text-sm focus:outline-none focus:ring-2 focus:ring-orange-500""
                    rows={3}
                    maxLength={2000}
                    placeholder={t(dict"
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,btn_cancel,'Cancel',,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,msg_sending,'Sending...',,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,btn_send_reply,'Send Reply',,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/provider/dashboard/reviews/page.tsx,btn_reply_to_review,'Reply to this review',,,MISSING_IN_DB,unknown,dict
apps/web/app/[lang]/[city]/[category]/page.tsx,provider_desc_fallback,Trusted specialist available in Warsaw. Send a short request and wait for contact.,,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,provider_jobs_completed,completed jobs,,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,provider_last_request,Last request,,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,provider_direct_contact,Direct contact,,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,form_btn,Send request,,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,h1_cleaning,Cleaning in Warsaw,,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,h1_plumbing,Plumbing in Warsaw,,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,h1_massage,Massage in Warsaw,,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,h1_plumbing,Plumbing in Warsaw,,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,h1_massage,Massage in Warsaw,,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,h1_cleaning,Cleaning in Warsaw,,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,trust_specialists,specialists,,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,trust_rating,rating,,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,trust_requests,requests this month,,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,nav_link,Become a specialist,,,"NAMESPACE_MISMATCH (code: nav_link, db: homepage.nav_link)",homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,trust_response,Avg. response: ~30 min,,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,no_providers_title,Be the first to request this service in your area,,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,no_providers_subtitle,Providers joining Nevumo will see your request and contact you,,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,show_more,Show more,,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,sticky_btn,Get offers — Free,,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,also_check,See also:,,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,form_btn,Get offers,,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,provider_cta_prefix,Do you offer,,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,provider_cta_suffix,in Warsaw?,,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,provider_cta_link,Join for free →,,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,provider_desc_fallback,'Trusted specialist available in Warsaw. Send a short request and wait for contact.',,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,provider_jobs_completed,'completed jobs',,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,provider_last_request,'Last request',,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,provider_direct_contact,'Direct contact',,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,form_btn,'Send request',,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,h1_cleaning,'Cleaning in Warsaw',,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,h1_plumbing,'Plumbing in Warsaw',,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,h1_massage,'Massage in Warsaw',,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,h1_plumbing,'Plumbing in Warsaw',,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,h1_massage,'Massage in Warsaw',,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,h1_cleaning,'Cleaning in Warsaw',,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,trust_specialists,'specialists',,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,trust_rating,'rating',,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,trust_requests,'requests this month',,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,nav_link,'Become a specialist',,,"NAMESPACE_MISMATCH (code: nav_link, db: homepage.nav_link)",homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,trust_response,'Avg. response: ~30 min',,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,no_providers_title,'Be the first to request this service in your area',,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,no_providers_subtitle,'Providers joining Nevumo will see your request and contact you',,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,show_more,'Show more',,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,sticky_btn,'Get offers — Free',,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,also_check,'See also:',,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,form_btn,'Get offers',,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,provider_cta_prefix,'Do you offer',,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,provider_cta_suffix,'in Warsaw?',,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,provider_cta_link,'Join for free →',,,MISSING_IN_DB,homepage,categoryT
apps/web/app/[lang]/[city]/[category]/page.tsx,category,,,,MISSING_IN_DB,homepage,"category);
  const categoryT = await fetchTranslations(lang"
apps/web/app/[lang]/client/dashboard/layout.tsx,nav_client_dashboard,Client Dashboard,,,"NAMESPACE_MISMATCH (code: nav_client_dashboard, db: client_dashboard.nav_client_dashboard)",client_dashboard,") {
    clearAuth();
    router.push(`/${lang}/auth`);
  }

  return (
    <header className=""h-16 bg-white border-b border-gray-200 flex items-center justify-between px-4 md:px-6 flex-shrink-0"">
      <div className=""flex items-center gap-3 min-w-0"">
        <button
          onClick={onMenuClick}
          className=""md:hidden p-2 text-gray-500 hover:text-gray-700 hover:bg-gray-100 rounded-lg transition-colors""
          aria-label=""Open menu""
        >
          <svg width=""20"" height=""20"" viewBox=""0 0 24 24"" fill=""none"" stroke=""currentColor"" strokeWidth=""2"" strokeLinecap=""round"" strokeLinejoin=""round"">
            <line x1=""3"" y1=""12"" x2=""21"" y2=""12"" />
            <line x1=""3"" y1=""6"" x2=""21"" y2=""6"" />
            <line x1=""3"" y1=""18"" x2=""21"" y2=""18"" />
          </svg>
        </button>
        <h1 className=""font-medium text-gray-900"">{t(dict"
apps/web/app/[lang]/client/dashboard/layout.tsx,nav_logout,Logout,,,"NAMESPACE_MISMATCH (code: nav_logout, db: client_dashboard.nav_logout)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/layout.tsx,nav_overview,Overview,,,"NAMESPACE_MISMATCH (code: nav_overview, db: client_dashboard.nav_overview)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/layout.tsx,nav_requests,My Requests,,,"NAMESPACE_MISMATCH (code: nav_requests, db: client_dashboard.nav_requests)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/layout.tsx,nav_reviews,Reviews,,,"NAMESPACE_MISMATCH (code: nav_reviews, db: client_dashboard.nav_reviews)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/layout.tsx,nav_settings,Settings,,,"NAMESPACE_MISMATCH (code: nav_settings, db: client_dashboard.nav_settings)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/layout.tsx,nav_find_service,Find Service,,,"NAMESPACE_MISMATCH (code: nav_find_service, db: client_dashboard.nav_find_service)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/layout.tsx,nav_provider_pitch,Offer services and get clients!,,,"NAMESPACE_MISMATCH (code: nav_provider_pitch, db: client_dashboard.nav_provider_pitch)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/layout.tsx,nav_switching,Switching...,,,"NAMESPACE_MISMATCH (code: nav_switching, db: client_dashboard.nav_switching)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/layout.tsx,nav_become_provider,Become a Provider,,,"NAMESPACE_MISMATCH (code: nav_become_provider, db: client_dashboard.nav_become_provider)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/layout.tsx,nav_logout,Logout,,,"NAMESPACE_MISMATCH (code: nav_logout, db: client_dashboard.nav_logout)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/layout.tsx,nav_client_dashboard,'Client Dashboard',,,"NAMESPACE_MISMATCH (code: nav_client_dashboard, db: client_dashboard.nav_client_dashboard)",client_dashboard,") {
    clearAuth();
    router.push(`/${lang}/auth`);
  }

  return (
    <header className=""h-16 bg-white border-b border-gray-200 flex items-center justify-between px-4 md:px-6 flex-shrink-0"">
      <div className=""flex items-center gap-3 min-w-0"">
        <button
          onClick={onMenuClick}
          className=""md:hidden p-2 text-gray-500 hover:text-gray-700 hover:bg-gray-100 rounded-lg transition-colors""
          aria-label=""Open menu""
        >
          <svg width=""20"" height=""20"" viewBox=""0 0 24 24"" fill=""none"" stroke=""currentColor"" strokeWidth=""2"" strokeLinecap=""round"" strokeLinejoin=""round"">
            <line x1=""3"" y1=""12"" x2=""21"" y2=""12"" />
            <line x1=""3"" y1=""6"" x2=""21"" y2=""6"" />
            <line x1=""3"" y1=""18"" x2=""21"" y2=""18"" />
          </svg>
        </button>
        <h1 className=""font-medium text-gray-900"">{t(dict"
apps/web/app/[lang]/client/dashboard/layout.tsx,nav_logout,'Logout',,,"NAMESPACE_MISMATCH (code: nav_logout, db: client_dashboard.nav_logout)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/layout.tsx,nav_overview,'Overview',,,"NAMESPACE_MISMATCH (code: nav_overview, db: client_dashboard.nav_overview)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/layout.tsx,nav_requests,'My Requests',,,"NAMESPACE_MISMATCH (code: nav_requests, db: client_dashboard.nav_requests)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/layout.tsx,nav_reviews,'Reviews',,,"NAMESPACE_MISMATCH (code: nav_reviews, db: client_dashboard.nav_reviews)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/layout.tsx,nav_settings,'Settings',,,"NAMESPACE_MISMATCH (code: nav_settings, db: client_dashboard.nav_settings)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/layout.tsx,nav_find_service,'Find Service',,,"NAMESPACE_MISMATCH (code: nav_find_service, db: client_dashboard.nav_find_service)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/layout.tsx,nav_provider_pitch,'Offer services and get clients!',,,"NAMESPACE_MISMATCH (code: nav_provider_pitch, db: client_dashboard.nav_provider_pitch)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/layout.tsx,nav_switching,'Switching...',,,"NAMESPACE_MISMATCH (code: nav_switching, db: client_dashboard.nav_switching)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/layout.tsx,nav_become_provider,'Become a Provider',,,"NAMESPACE_MISMATCH (code: nav_become_provider, db: client_dashboard.nav_become_provider)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/layout.tsx,nav_logout,'Logout',,,"NAMESPACE_MISMATCH (code: nav_logout, db: client_dashboard.nav_logout)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/layout.tsx,client_dashboard,,,,MISSING_IN_DB,client_dashboard,"() => {
    async function loadTranslations() {
      const translations = await fetchTranslations(lang"
apps/web/app/[lang]/client/dashboard/settings/page.tsx,settings_title,Settings,,,"NAMESPACE_MISMATCH (code: settings_title, db: client_dashboard.settings_title)",client_dashboard,") {
    clearAuth();
    router.push(`/${lang}/auth`);
  }

  if (loading) {
    return (
      <div className=""flex items-center justify-center py-20"">
        <div className=""w-8 h-8 border-2 border-orange-500 border-t-transparent rounded-full animate-spin"" />
      </div>
    );
  }

  return (
    <div className=""space-y-6 max-w-2xl"">
      <div>
        <h1 className=""text-xl font-bold text-gray-900"">{t(dict"
apps/web/app/[lang]/client/dashboard/settings/page.tsx,settings_subtitle,Account and preferences,,,"NAMESPACE_MISMATCH (code: settings_subtitle, db: client_dashboard.settings_subtitle)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,section_account,Account,,,"NAMESPACE_MISMATCH (code: section_account, db: client_dashboard.section_account)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,label_email,Email,,,"NAMESPACE_MISMATCH (code: label_email, db: client_dashboard.label_email)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,label_phone,Phone,,,"NAMESPACE_MISMATCH (code: label_phone, db: client_dashboard.label_phone)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,btn_saving,Saving…,,,"NAMESPACE_MISMATCH (code: btn_saving, db: client_dashboard.btn_saving)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,btn_save_phone,Save Phone,,,"NAMESPACE_MISMATCH (code: btn_save_phone, db: client_dashboard.btn_save_phone)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,btn_saved,Saved!,,,"NAMESPACE_MISMATCH (code: btn_saved, db: client_dashboard.btn_saved)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,section_security,Security,,,"NAMESPACE_MISMATCH (code: section_security, db: client_dashboard.section_security)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,settings_security,Manage access...,,,"NAMESPACE_MISMATCH (code: settings_security, db: client_dashboard.settings_security)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,btn_change_password,Change Password,,,"NAMESPACE_MISMATCH (code: btn_change_password, db: client_dashboard.btn_change_password)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,section_notifications,Email Notifications,,,"NAMESPACE_MISMATCH (code: section_notifications, db: client_dashboard.section_notifications)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,settings_email_notif,Receive email on review reply,,,"NAMESPACE_MISMATCH (code: settings_email_notif, db: client_dashboard.settings_email_notif)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,settings_email_notif_desc,Receive email notifications when providers reply to your reviews,,,"NAMESPACE_MISMATCH (code: settings_email_notif_desc, db: client_dashboard.settings_email_notif_desc)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,section_role,Account Role,,,"NAMESPACE_MISMATCH (code: section_role, db: client_dashboard.section_role)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,settings_role_desc,If you want to offer services...,,,"NAMESPACE_MISMATCH (code: settings_role_desc, db: client_dashboard.settings_role_desc)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,nav_switching,Switching...,,,"NAMESPACE_MISMATCH (code: nav_switching, db: client_dashboard.nav_switching)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,nav_become_provider,Become a Provider,,,"NAMESPACE_MISMATCH (code: nav_become_provider, db: client_dashboard.nav_become_provider)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,section_session,Session,,,"NAMESPACE_MISMATCH (code: section_session, db: client_dashboard.section_session)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,nav_logout,Logout,,,"NAMESPACE_MISMATCH (code: nav_logout, db: client_dashboard.nav_logout)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,settings_title,'Settings',,,"NAMESPACE_MISMATCH (code: settings_title, db: client_dashboard.settings_title)",client_dashboard,") {
    clearAuth();
    router.push(`/${lang}/auth`);
  }

  if (loading) {
    return (
      <div className=""flex items-center justify-center py-20"">
        <div className=""w-8 h-8 border-2 border-orange-500 border-t-transparent rounded-full animate-spin"" />
      </div>
    );
  }

  return (
    <div className=""space-y-6 max-w-2xl"">
      <div>
        <h1 className=""text-xl font-bold text-gray-900"">{t(dict"
apps/web/app/[lang]/client/dashboard/settings/page.tsx,settings_subtitle,'Account and preferences',,,"NAMESPACE_MISMATCH (code: settings_subtitle, db: client_dashboard.settings_subtitle)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,section_account,'Account',,,"NAMESPACE_MISMATCH (code: section_account, db: client_dashboard.section_account)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,label_email,'Email',,,"NAMESPACE_MISMATCH (code: label_email, db: client_dashboard.label_email)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,label_phone,'Phone',,,"NAMESPACE_MISMATCH (code: label_phone, db: client_dashboard.label_phone)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,btn_saving,'Saving…',,,"NAMESPACE_MISMATCH (code: btn_saving, db: client_dashboard.btn_saving)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,btn_save_phone,'Save Phone',,,"NAMESPACE_MISMATCH (code: btn_save_phone, db: client_dashboard.btn_save_phone)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,btn_saved,'Saved!',,,"NAMESPACE_MISMATCH (code: btn_saved, db: client_dashboard.btn_saved)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,section_security,'Security',,,"NAMESPACE_MISMATCH (code: section_security, db: client_dashboard.section_security)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,settings_security,'Manage access...',,,"NAMESPACE_MISMATCH (code: settings_security, db: client_dashboard.settings_security)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,btn_change_password,'Change Password',,,"NAMESPACE_MISMATCH (code: btn_change_password, db: client_dashboard.btn_change_password)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,section_notifications,'Email Notifications',,,"NAMESPACE_MISMATCH (code: section_notifications, db: client_dashboard.section_notifications)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,settings_email_notif,'Receive email on review reply',,,"NAMESPACE_MISMATCH (code: settings_email_notif, db: client_dashboard.settings_email_notif)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,settings_email_notif_desc,'Receive email notifications when providers reply to your reviews',,,"NAMESPACE_MISMATCH (code: settings_email_notif_desc, db: client_dashboard.settings_email_notif_desc)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,section_role,'Account Role',,,"NAMESPACE_MISMATCH (code: section_role, db: client_dashboard.section_role)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,settings_role_desc,'If you want to offer services...',,,"NAMESPACE_MISMATCH (code: settings_role_desc, db: client_dashboard.settings_role_desc)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,nav_switching,'Switching...',,,"NAMESPACE_MISMATCH (code: nav_switching, db: client_dashboard.nav_switching)",client_dashboard,dict
